Unnamed: 0,model,price,rating,processor,core,ram,memory,graphic_card,display,os,warrenty
362,Lenovo Yoga Slim 7x 14Q8X9 83ED003BIN Laptop (Snapdragon X Elite/ 32GB/ 1TB SSD/ Windows 11 Home),"₹1,39,990",4.0,Qualcomm Snapdragon X Elite X1E-78-100,12 Cores,32 GB LPDDR5X RAM,1 TB SSD,Qualcomm Adreno,"14.5 inches, 2944 x 1840 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
363,Asus TUF Gaming A15 FA506NF-HN578W Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11 Pro/ 4GB Graph),"₹53,990",4.25,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
364,HP Victus 15-fa1278TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX4050),"₹79,490",4.3,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
365,HP Victus 15-FA1313TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 2050),"₹60,990",4.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
366,Lenovo ThinkBook 16 G6 21KHA081IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹57,990",4.45,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,Iris Xe Graphics,"16 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
367,Infinix INBook Y3 Max YL613 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11),"₹39,999",4.35,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4X RAM,512 GB SSD,Intel Integrated UHD,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
368,Lenovo ThinkPad E14 21JKS13J00 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),"₹91,990",4.1,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,Intel Iris Xe Graphics comes,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
369,Acer Aspire 7 A715-79G UN.34NSI.001 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹54,990",4.6,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
370,Acer Aspire 3 Spin 14 NX.KENSI.004 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Pro),"₹41,990",4.2,Intel Core i3 N305,"Octa Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
371,Acer Aspire 5 NX.KHFSI.007 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹44,990",4.5,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
372,Dell XPS 13 9340 Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11),"₹2,04,990",4.45,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5X RAM,1 TB SSD,Intel Arc graphics,"13.4 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
373,Dell 3530 Inspiron 15 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),"₹58,790",4.15,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,Intel Integrated Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
374,Asus Vivobook S15 OLED S5504VA-MA943WS Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win11),"₹91,599",4.75,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 2880 x 1620 pixels",Windows 11 OS,1 Year Warranty
375,MSI Modern 15 B12MO-1006IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹54,990",4.1,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
376,HP 15-fd0129TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹42,990",4.55,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
377,MSI Modern 14 C12MO-1212IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹39,990",4.2,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB  RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
378,Lenovo ThinkPad E14 21JKS0X900 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),"₹74,990",4.3,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,Intel Iris Xe Graphics comes,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
379,Lenovo LOQ 2024 83GS0098IN Gaming Laptop (12th Gen Core i5/ 24GB/ 512GB SSD/ Win11/ 6GB RTX 3050 Graph),"₹72,490",4.1,12th Gen Intel Core i5 12450HX,"Octa Core (4P + 4E), 12 Threads",24 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
380,Lenovo IdeaPad Slim 3 15IAH8 83ER00KPIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹50,490",4.7,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
381,MSI Prestige 13 AI Plus Evo A2VMG-023IN Laptop (Intel Core Ultra 7 258V/ 32GB/ 1TB SSD/ Win11 Home),"₹1,26,990",4.4,Intel Core Ultra 7 258V,"Octa Core (4P + 4E), 8 Threads",32 GB LPDDR5X RAM,1 TB SSD,Intel Integrated Arc 140V,"13.3 inches, 2880 x 1800 pixels",Windows 11 OS,2 Year Warranty
382,MSI Thin 15 B12UC-2240IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB RTX3050 Graph),"₹69,500",4.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
383,Lenovo IdeaPad Slim 3 ‎14IAH8 83EQ0073IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹52,170",4.65,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Integrated UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
384,Dell Latitude 14 3440 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹55,990",4.45,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Graphics,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
385,Asus E510KA-EJ001WS Laptop (Intel Celeron N4500/ 4GB/ 256GB SSD/ Win11 Home),"₹24,990",4.75,Intel Celeron N4500,"Dual Core, 2 Threads",4 GB DDR4 RAM,256 GB SSD,Intel Integrated HD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
386,Acer Aspire Lite AL15-53 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹48,999",4.35,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
387,MSI Thin 15 B12UC-2239IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹72,890",4.35,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB  RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
388,HP 255 G10 B15J0PT Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Dos),"₹32,499",4.65,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1366 x 768 pixels",DOS OS,1 Year Warranty
389,Asus V16 V3607 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 / 6GB Graph),"₹1,09,900",4.2,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
390,HP ZBook Firefly 16 G11 A1VX4PT Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11/ 4GB Graphics),"₹1,51,999",4.0,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB DDR5 RAM,1 TB SSD,4 GB NVIDIA RTX A500,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
391,Dell Latitude 3440 Laptop (13th Gen Core i7/ 8GB/ 512GB SSD/ Win11),"₹92,500",4.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",8 GB  RAM,512 GB SSD,Intel Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
392,Dell 14 Latitude 3420 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ DOS),"₹31,790",4.2,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
393,Asus ExpertBook B5 B5404 Laptop (Intel Core Ultra 7 Processor/ 16 GB/ 1TB SSD/ Win11),"₹99,990",4.1,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB DDR4 RAM,1 TB SSD,Intel Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
394,Acer AL15-41 Aspire Lite 15 Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11),"₹31,490",4.75,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
395,Dell XPS 13 9350 Laptop (Intel Ultra 7 Series 2 258V/ 32GB/ 1TB SSD/ Win11),"₹2,08,290",4.15,Intel Core Ultra 7 Series 2 258V,"Octa Core (4P + 4E), 8 Threads",32 GB LPDDR5 RAM,1 TB SSD,Intel Arc Graphics,"13.4 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
396,HP 240R G9 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11),"₹32,209",4.45,12th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",16 GB  RAM,512 GB SSD,Intel Integrated Graphics,"14 inches, 1366 x 720 pixels",Windows 11 OS,1 Year Warranty
397,HP 245 G10 Laptop (AMD Ryzen 5 7530U/ 8 GB RAM/ 512 GB SSD/ Win11),"₹36,990",4.3,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1366 x 768 pixels",Windows OS,1 Year Warranty
398,HP 247 G8 Laptop (AMD Ryzen 5 3500U/ 16GB/ 512GB SSD/Win11),"₹32,849",4.25,3rd Gen AMD Ryzen 5 3500U,"Quad Core, 8 Threads",16 GB  RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
399,Dell 14 Inspiron 5440 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),"₹67,985",4.1,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",16 GB  RAM,1 TB SSD,Intel Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
400,Acer Aspire 3 A325-42 UN.34QSI.003 Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),"₹41,999",4.55,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB LPDDR4X RAM,512 GB SSD,Intel UHD,"15.8 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
401,MSI Sword 16 HX B13VFKG-652IN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB RTX4060),"₹1,39,990",4.6,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 1920 x 1200 pixels",Windows 11 OS,2 Year Warranty
402,Acer Aspire 3 A325-42 UN.34QSI.004 Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11),"₹47,490",4.45,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB LPDDR4X RAM,1 TB SSD,Intel UHD,"15.8 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
403,Lenovo IdeaPad 5 14IRH9 83KX0018IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹72,190",4.05,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5X RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
404,Asus Vivobook 16X K3605ZC-RP628WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB RTX3050),"₹75,990",4.6,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
405,HP ZBook Firefly 14 G11 A1VR2PT Laptop (Intel Core Ultra 7/16 GB/1TB SSD/Win11),"₹1,24,599",4.15,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB DDR5 RAM,1 TB SSD,Intel Arc Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
406,Acer Aspire 3 15 A325-42 Laptop (AMD Ryzen 5 7430U/ 16GB/ 512GB SSD/ Win11),"₹38,990",4.05,7th Gen AMD Ryzen 5 7430U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Graphics,"15.8 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
407,Lenovo Yoga 7 14IRL8 82YL00AYIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹86,190",4.35,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Integrated Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
408,Acer Aspire 3 A325-42 Laptop (AMD Ryzen 5 7430U/ 8GB/ 512GB SSD/ Win11),"₹36,490",4.15,7th Gen AMD Ryzen 5 7430U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Graphics,"15.8 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
409,Asus TUF Gaming A15 FA566NFR-HN045WS Laptop (AMD Ryzen 7 7435HS/ 16GB / 512GB SSD/ Win11/ 4GB Graph),"₹60,990",4.65,7th Gen AMD Ryzen 7 7435HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
410,Lenovo Thinkpad E14 G5 21JKS0LK00 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹69,990",4.5,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
411,Lenovo IdeaPad Slim 3 15IRU8 82X700C8IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹38,790",4.15,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB  RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
412,Acer ALG ‎AL15G-53 Gaming Laptop (13th Gen Intel Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 3050 Graphics),"₹66,291",4.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
413,Lenovo Legion Slim 5 16AHP9 83DH0053IN Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,42,190",4.05,8th Gen AMD Ryzen 7 8845HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
414,Lenovo IdeaPad Slim 3 15IAH8 83ER00H3IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹50,090",4.35,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB LPDDR5 RAM,512 GB SSD,Intel Integrated UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
415,Asus ProArt PZ13 HT5306QA-LX002W OLED Laptop (Snapdragon X Plus X1P 42 100/ 16GB/1TB SSD/ Win11),"₹1,39,990",4.6,Qualcomm Snapdragon X Plus X1P 42 100,16 GB LPDDR5X RAM,1 TB SSD,Qualcomm Adreno GPU,"13.3 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty,
416,HP 15-fd0112TU Laptop (12th Gen Core i5/ 8GB/ 1TB SSD/ Win11 Home),"₹51,900",4.2,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,1 TB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
417,Honor MagicBook Art 14 2024 Laptop (Snapdragon X Elite/ 32GB/ 1TB SSD/ Win11 Home),"₹89,990",4.4,Qualcomm Snapdragon X Elite,32 GB LPDDR5 RAM,1 TB SSD,Qualcomm Adreno Graphics,"14.6 inches, 3120 x 2080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty,Backlit Keyboard
418,Chuwi CoreBook X Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹41,990",4.1,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel HD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
419,Lenovo IdeaPad 3 82RK017PIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹33,990",4.65,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,‎Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
420,Acer Swift Go 14 AI Laptop (Snapdragon X Plus X1P-42-100/ 16GB/ 1TB SSD/ Win11 Home),"₹89,990",4.65,Intel Snapdragon X Plus X1P-42-100,Octa Core,16 GB LPDDR5X RAM,1 TB SSD,Qualcomm Adreno GPU,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
421,Asus Vivobook 16X K3605ZC-RP587WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹69,990",4.5,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
422,Asus Vivobook 16X K3605ZF-RP258WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹64,990",4.05,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
423,Asus TUF Gaming A15 2024 FA507UV-LP137WS Gaming Laptop (AMD Ryzen 9 8945H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,24,990",4.75,8th Gen AMD Ryzen 9 8945H,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
424,Acer Swift Go 14 SFG14-41 NX.KG3SI.008 Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11),"₹52,990",4.3,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB  RAM,1 TB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
425,MSI Raider A18 HX A7VHG-017IN Gaming Laptop (AMD Ryzen 9 7945HX/ 32GB/ 1TB SSD/ Win11/ 12GB RTX 4080 Graphics ),"₹2,69,990",4.1,7th Gen AMD Ryzen 9 7945HX,"16 Cores, 32 Threads",32 GB DDR5 RAM,1 TB SSD,12 GB NVIDIA GeForce RTX 4080,"18 inches, 2560 x 1600 pixels",Windows 11 OS,2 Year Warranty
426,Acer Aspire Lite 15 AL15-52H Laptop (12th Gen Core i5/ 12GB/ 512GB SSD/ Win11),"₹45,990",4.4,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",12 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
427,Lenovo Yoga Slim 7 14IMH9 83CV003MIN Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win11),"₹85,190",4.2,Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5x RAM,512 GB SSD,Integrated Intel Arc Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
428,Asus Vivobook S 15 OLED S5507QA-MA551WS Laptop (Snapdragon X Plus X1P 42 100/ 16GB/ 1TB SSD/ Win11),"₹90,990",4.5,Qualcomm Snapdragon X Plus X1P 42,16 GB LPDDR5X RAM,1 TB SSD,Qualcomm Adreno GPU,"15.6 inches, 2880 x 1620 pixels",Windows 11 OS,1 Year Warranty,Backlit Keyboard
429,MSI Creator M16 HX C14VFG-618IN Laptop (14th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB RTX4060),"₹1,49,990",4.25,14th Gen Intel Core i7 14700HX,"20 Cores (8P + 12E), 28 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 2560 x 1600 pixels",Windows 11 OS,2 Year Warranty
430,Acer Aspire 3 A324-51 UN.343SI.00D Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),"₹33,990",4.65,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
431,Asus TUF Gaming 14 FA401UU-RG033WS Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,19,900",4.25,8th Gen AMD Ryzen 7 8845HS,"Octa Core, 16 Threads",16 GB LPDDR5X RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"14 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
432,MSI Creator M16 HX C14VEG-619IN Laptop (14th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 6GB RTX4050),"₹1,39,990",4.2,14th Gen Intel Core i7 14700HX,"20 Cores (8P + 12E), 28 Threads",32 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"16 inches, 2560 x 1600 pixels",Windows 11 OS,2 Year Warranty
433,Asus ProArt PX13 OLED HN7306WU-LX001WS Creator Laptop (AMD Ryzen AI 9 365/ 24GB/1TB SSD/ 6GB RTX 4050 Graphics),"₹1,79,990",4.7,AMD Ryzen AI 9 365,"10 Cores (4P + 6E), 20 Threads",24 GB LPDDR5X RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"13.3 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
434,Asus TUF Gaming FA401WV-RG037WS Laptop (AMD Ryzen 9 AI HX 370/ 32GB/ 2TB SSD/ Win11/ 8GB Graph),"₹1,44,491",4.0,AMD Ryzen AI 9 HX 370,"12 Cores (4P + 8E), 24 Threads",32 GB LPDDR5X RAM,2 TB SSD,8 GB NVIDIA GeForce RTX 4060,"14 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
435,MSI Cyborg 14 A13VE-201IN Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹89,990",4.2,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB Nvidia GeForce RTX 4050,"14 inches, 1920 x 1200 pixels",Windows 11 OS,2 Year Warranty
